Shannon Entropy,Chi-Square (log),Mean Byte,Byte Variance,Serial Correlation,Chunk Entropy StdDev,Chunk Entropy Max,Chunk Entropy Min,High Entropy Ratio,Magic Bytes Mismatch,Ext Entropy Z-Score,Byte Mode Frequency,Compression Estimate,Structural Consistency,Ext Entropy Raw Delta,Is Known Benign Format,label
7.9994426,5.797938,126.90386,5469.5312,-0.00025882223,0.0040423637,7.962335,7.938475,1.0,0.0,1.1412649,0.004159021,0.0039096777,0.9994919,1.1412649,1.0,0
7.997291,5.496926,126.651924,5448.1206,0.0051449975,0.0042565726,7.962038,7.945151,1.0,0.0,1.1351177,0.004995438,0.0038819637,0.99946487,1.1351177,1.0,0
7.9994764,5.788019,126.81823,5456.2603,-0.0002661312,0.0044723577,7.9640355,7.935174,1.0,0.0,1.1413612,0.0041429577,0.0039003105,0.99943775,1.1413612,1.0,0
7.998945,5.5777235,126.714195,5456.8496,0.00138128,0.0038911868,7.9608817,7.9443827,1.0,0.0,1.1398442,0.0043225186,0.004117236,0.99951077,1.1398442,1.0,0
7.9980726,5.509068,126.81721,5459.3096,-0.00236723,0.005373688,7.962964,7.9343896,1.0,0.0,1.1373507,0.004433487,0.0041415705,0.99932444,1.1373507,1.0,0
7.9994054,5.705767,126.77686,5456.321,0.0025101437,0.0043227905,7.9625125,7.9387927,1.0,0.0,1.1411586,0.0042111753,0.0039579654,0.9994565,1.1411586,1.0,0
7.9903545,5.4196916,126.89947,5446.2646,0.006852752,0.19815628,7.958679,7.4603834,0.8,0.0,1.1152987,0.005175183,0.0045211185,0.9747786,1.1152987,1.0,0
7.999531,5.574253,127.03392,5463.6772,0.0008114299,0.0047435043,7.963362,7.9268136,1.0,0.0,1.1415172,0.004183127,0.0039232383,0.99940366,1.1415172,1.0,0
7.99894,5.6149287,126.80392,5436.539,0.00598315,0.016356422,7.965569,7.846313,1.0,0.0,1.1398282,0.0043089534,0.0039055145,0.99794316,1.1398282,1.0,0
7.9993396,5.9135365,126.78908,5459.2817,0.00078308384,0.005118649,7.96519,7.9245925,1.0,0.0,1.1409705,0.0042380537,0.0039731856,0.99935645,1.1409705,1.0,0
7.9995074,5.746505,126.80104,5458.8228,0.0007819676,0.004693795,7.9623017,7.931945,1.0,0.0,1.1414493,0.004158477,0.0040950812,0.9994099,1.1414493,1.0,0
7.999453,5.7053246,126.77916,5452.975,0.0018533933,0.004615506,7.964817,7.930264,1.0,0.0,1.1412947,0.004171541,0.00392899,0.99941975,1.1412947,1.0,0
7.999426,5.637918,126.97327,5471.7686,0.0044072503,0.0047126934,7.9623475,7.935939,1.0,0.0,1.1412165,0.004193081,0.003982442,0.99940753,1.1412165,1.0,0
7.9995694,5.7131987,126.78782,5462.398,-0.0018801662,0.005976231,7.965795,7.90779,1.0,0.0,1.1416264,0.004133522,0.00374212,0.9992486,1.1416264,1.0,0
7.9994287,5.5257907,126.912445,5469.1167,-0.00073578,0.0043025375,7.964475,7.940261,1.0,0.0,1.1412256,0.004235272,0.00419087,0.9994591,1.1412256,1.0,0
7.999451,5.6773896,126.68721,5453.6245,0.0001600451,0.01164477,7.9657154,7.848231,1.0,0.0,1.1412885,0.0042180954,0.0039538206,0.99853593,1.1412885,1.0,0
7.999026,5.648212,126.825775,5462.952,-0.0044989954,0.04803063,7.9654984,7.605492,1.0,0.0,1.1400735,0.004315901,0.0038289481,0.99395657,1.1400735,1.0,0
7.9995584,5.7092257,126.85633,5449.4175,0.0022757305,0.0041237595,7.965334,7.9381056,1.0,0.0,1.1415957,0.004165206,0.0038391706,0.99948156,1.1415957,1.0,0
7.9992757,5.777825,126.69561,5455.3975,0.0004114698,0.120735,7.9618797,6.8751974,0.98734176,0.0,1.140788,0.0043171006,0.0038384774,0.98479605,1.140788,1.0,0
7.999414,5.78198,126.840546,5477.4727,0.0020019626,0.030987557,7.964111,7.648673,1.0,0.0,1.1411824,0.004231464,0.0038922532,0.9961028,1.1411824,1.0,0
7.99688,5.442455,127.20341,5494.5024,0.0015090347,0.0042768936,7.962203,7.949692,1.0,0.0,1.133943,0.004814682,0.00413504,0.9994624,1.133943,1.0,0
7.999344,5.774379,126.966995,5466.8604,-0.0009740739,0.0035200026,7.963351,7.9439936,1.0,0.0,1.1409832,0.0042447834,0.00409999,0.9995575,1.1409832,1.0,0
7.9984736,5.641271,126.873085,5481.6216,0.0002460882,0.009890191,7.964222,7.901649,1.0,0.0,1.1384966,0.004381103,0.0038080444,0.9987564,1.1384966,1.0,0
7.998887,5.69622,126.7727,5454.623,0.0025706373,0.0035314576,7.9598403,7.945397,1.0,0.0,1.1396767,0.004335448,0.0038930757,0.999556,1.1396767,1.0,0
7.9992027,5.618464,126.751396,5468.6875,0.0030645134,0.008152952,7.9627647,7.8978276,1.0,0.0,1.140579,0.004322697,0.0035154847,0.99897486,1.140579,1.0,0
7.9992995,5.578082,126.88413,5458.6885,0.001107155,0.010506787,7.9623637,7.8738184,1.0,0.0,1.1408561,0.004212052,0.0041348157,0.998679,1.1408561,1.0,0
7.973234,5.536256,127.74098,5514.1,0.0065905377,0.012079657,7.953279,7.9291196,1.0,0.0,1.0663828,0.0062819575,0.004967855,0.9984789,1.0663828,1.0,0
7.9994397,5.501234,127.11712,5458.167,-0.001277788,0.0037969302,7.965504,7.944982,1.0,0.0,1.1412559,0.0041530374,0.0038675084,0.9995227,1.1412559,1.0,0
7.997466,5.526725,127.15312,5428.84,-0.00048012313,0.012248424,7.9597654,7.904333,1.0,0.0,1.135618,0.0044568013,0.0035906392,0.9984597,1.135618,1.0,0
7.9992104,5.8197613,127.08447,5454.5757,-0.00032175455,0.0042793755,7.9630675,7.9389405,1.0,0.0,1.1406015,0.0042574815,0.003798194,0.99946195,1.1406015,1.0,0
7.9989905,5.723233,126.779144,5463.4224,-0.0022794846,0.01186632,7.9618497,7.871206,1.0,0.0,1.1399735,0.004339992,0.0036997572,0.9985079,1.1399735,1.0,0
7.999412,5.708831,126.46555,5464.7007,-0.00026025856,0.05884917,7.9684925,7.3908844,0.989011,0.0,1.1411772,0.0042145834,0.0038107524,0.99259555,1.1411772,1.0,0
7.999535,5.6270385,127.108215,5460.6436,0.00067115645,0.003982962,7.964556,7.943188,1.0,0.0,1.1415281,0.004201612,0.003924464,0.9994993,1.1415281,1.0,0
7.9994135,5.8539824,126.71379,5460.327,8.721869e-05,0.005149105,7.9626846,7.9177856,1.0,0.0,1.1411812,0.00418325,0.0038142174,0.99935263,1.1411812,1.0,0
7.9984775,5.5362973,127.09809,5470.5,-0.0010572613,0.023256795,7.9624357,7.8270483,1.0,0.0,1.1385072,0.004454603,0.0038373305,0.99707496,1.1385072,1.0,0
7.999029,5.666,126.935135,5474.76,-0.0024575565,0.019069491,7.964963,7.8172793,1.0,0.0,1.1400831,0.004290964,0.0038193958,0.99760205,1.1400831,1.0,0
7.9990106,5.6345944,126.74926,5469.626,-0.0020393897,0.0056398422,7.9618993,7.9235125,1.0,0.0,1.1400305,0.0042610075,0.0036909254,0.999291,1.1400305,1.0,0
7.999621,5.609359,126.87059,5452.1216,0.00026425612,0.007966266,7.964045,7.879393,1.0,0.0,1.141774,0.004167769,0.0038510417,0.99899846,1.141774,1.0,0
7.999404,5.4885826,127.02601,5459.4766,-0.0026159405,0.19335201,7.9640813,6.3031607,0.9861111,0.0,1.1411539,0.004248488,0.0040010177,0.97562397,1.1411539,1.0,0
7.9987226,5.7082744,126.77815,5486.92,-0.0032425546,0.0074261655,7.9626923,7.9137034,1.0,0.0,1.1392069,0.004328801,0.0040994454,0.99906623,1.1392069,1.0,0
7.9994106,5.543038,127.02052,5462.343,0.0016535607,0.0042907395,7.9637313,7.9399896,1.0,0.0,1.1411732,0.004205487,0.0039420547,0.9994605,1.1411732,1.0,0
7.9995737,5.7087765,126.81594,5456.3154,-0.0022923723,0.022684904,7.963388,7.7044125,1.0,0.0,1.141639,0.004142134,0.0037194747,0.9971475,1.141639,1.0,0
7.999409,5.7177634,126.99811,5464.301,-0.00354838,0.012332503,7.964871,7.8423176,1.0,0.0,1.1411686,0.0042480975,0.0038697787,0.9984493,1.1411686,1.0,0
7.9972,5.5576763,126.56381,5479.0806,-0.00036136978,0.040995162,7.962244,7.7815404,1.0,0.0,1.1348566,0.00452047,0.0036945257,0.99483985,1.1348566,1.0,0
7.9995813,5.6377144,126.930786,5461.118,-0.0010308978,0.0041526905,7.9640975,7.9446025,1.0,0.0,1.1416614,0.004154013,0.0038499173,0.9994779,1.1416614,1.0,0
7.998027,5.702857,126.95391,5443.03,0.0010593304,0.005563351,7.9617667,7.928979,1.0,0.0,1.1372198,0.004580083,0.0039100866,0.9993005,1.1372198,1.0,0
7.999151,5.5967994,127.02537,5466.202,-0.0014037457,0.0036776222,7.9613037,7.943884,1.0,0.0,1.1404327,0.004308761,0.003945705,0.9995377,1.1404327,1.0,0
7.9992456,5.757197,126.915794,5456.047,-0.00065453094,0.005969025,7.964715,7.9171786,1.0,0.0,1.1407025,0.0043156063,0.003934148,0.9992496,1.1407025,1.0,0
7.9995956,5.4593024,127.02518,5469.9795,0.00016241387,0.004186001,7.961345,7.9410596,1.0,0.0,1.1417022,0.0042470023,0.0039904173,0.9994737,1.1417022,1.0,0
7.9995418,5.7329297,126.76592,5463.7725,-0.0037105703,0.020513074,7.9653926,7.734074,1.0,0.0,1.1415476,0.004172088,0.003810653,0.9974208,1.1415476,1.0,0
7.999503,5.743304,126.95819,5455.5396,-7.290074e-05,0.0113835875,7.964333,7.8414907,1.0,0.0,1.1414368,0.004177903,0.003896728,0.99856883,1.1414368,1.0,0
7.9977345,5.3562307,127.016716,5485.3594,0.008740092,0.015923057,7.963763,7.8891664,1.0,0.0,1.1363846,0.0044435197,0.004205802,0.9979974,1.1363846,1.0,0
7.998937,5.490456,126.66009,5458.877,0.007069936,0.004724414,7.965697,7.9413166,1.0,0.0,1.1398203,0.0044176313,0.0039036926,0.99940616,1.1398203,1.0,0
7.9989533,5.5316095,126.63149,5488.1665,-0.0037138439,0.011859189,7.9627333,7.881523,1.0,0.0,1.1398661,0.004282853,0.0040231342,0.9985089,1.1398661,1.0,0
7.9994307,5.52955,126.77267,5445.7236,0.0004997968,0.0062949997,7.966741,7.9122286,1.0,0.0,1.1412306,0.0041804416,0.0038092781,0.99920857,1.1412306,1.0,0
7.99556,5.5002007,126.785545,5513.0864,-0.0087536555,0.0073278514,7.958681,7.9337764,1.0,0.0,1.1301724,0.0050002537,0.0040104575,0.99907863,1.1301724,1.0,0
7.967149,5.6371775,126.87758,5473.159,0.005512747,0.028390823,7.9516306,7.894849,1.0,0.0,1.0489967,0.007929952,0.004957039,0.99641675,1.0489967,1.0,0
7.999415,5.8428884,126.88886,5470.184,0.00061698456,0.0053782915,7.9629693,7.9196568,1.0,0.0,1.1411854,0.004177383,0.0038685678,0.99932384,1.1411854,1.0,0
7.998706,5.7199397,126.5793,5463.4414,-0.0007059166,0.010960763,7.9610724,7.886752,1.0,0.0,1.1391594,0.004303484,0.003802416,0.9986215,1.1391594,1.0,0
7.9914284,5.6774497,126.51418,5491.5225,0.0024962053,0.004008981,7.961496,7.9516854,1.0,0.0,1.1183672,0.0051030824,0.0034702376,0.99949616,1.1183672,1.0,0
7.99951,5.611249,126.80969,5453.53,-0.00068736536,0.004352231,7.968391,7.9441175,1.0,0.0,1.141456,0.004179736,0.0038278992,0.9994528,1.141456,1.0,0
7.9992433,5.7542553,126.72644,5464.24,0.0023769268,0.037487783,7.963798,7.630931,1.0,0.0,1.1406945,0.0042828484,0.0039924425,0.99528456,1.1406945,1.0,0
7.999419,5.6599884,126.894646,5452.8745,0.0011229372,0.0043230676,7.9617314,7.939224,1.0,0.0,1.1411973,0.004207909,0.0037747524,0.99945647,1.1411973,1.0,0
7.9992833,5.6615934,126.80433,5460.1387,0.0008316811,0.011261482,7.9672956,7.864515,1.0,0.0,1.1408089,0.004258009,0.0039002942,0.99858403,1.1408089,1.0,0
7.9987383,5.6422844,126.84866,5466.979,0.00055136933,0.01932237,7.961934,7.833458,1.0,0.0,1.1392517,0.004353396,0.0040175878,0.99757016,1.1392517,1.0,0
7.9989595,5.6483755,126.81255,5460.7275,-0.0024217071,0.0039187693,7.961684,7.9456124,1.0,0.0,1.1398848,0.004329468,0.003936827,0.99950725,1.1398848,1.0,0
7.999486,5.663184,127.08095,5460.92,-0.0010206292,0.006758831,7.963549,7.903041,1.0,0.0,1.1413879,0.004179661,0.0038995391,0.99915034,1.1413879,1.0,0
7.9937887,5.5056496,127.22805,5463.7085,-0.0030501615,0.0020717022,7.956243,7.950024,1.0,0.0,1.125111,0.004853686,0.004220745,0.9997395,1.125111,1.0,0
7.999284,5.6999936,126.76538,5460.545,-0.0040368494,0.010005216,7.965029,7.875516,1.0,0.0,1.1408103,0.004273092,0.0039170138,0.99874216,1.1408103,1.0,0
7.999502,5.6998696,126.75678,5455.8184,-0.0031912168,0.012573281,7.962947,7.8311133,1.0,0.0,1.1414353,0.0042092814,0.00410029,0.99841905,1.1414353,1.0,0
7.9969296,5.536342,127.140434,5459.465,0.0030398231,0.014403533,7.9596415,7.898621,1.0,0.0,1.1340848,0.004588394,0.0040655206,0.9981884,1.1340848,1.0,0
7.9994526,5.687449,126.88055,5473.205,-0.0019991114,0.0045963135,7.9653525,7.9420595,1.0,0.0,1.1412933,0.0042292774,0.0037682392,0.99942213,1.1412933,1.0,0
7.998353,5.5176644,126.71188,5479.4185,-0.0022687416,0.011121118,7.961232,7.899377,1.0,0.0,1.1381514,0.0044284374,0.0040058433,0.9986017,1.1381514,1.0,0
7.999472,5.7736397,126.760284,5470.5405,0.00023254704,0.004000789,7.9643326,7.94093,1.0,0.0,1.1413497,0.0042622616,0.0039382656,0.99949706,1.1413497,1.0,0
7.9995484,5.7468114,126.90555,5461.1255,0.0017044009,0.004682722,7.9667726,7.9271946,1.0,0.0,1.1415672,0.004192893,0.0038416532,0.9994113,1.1415672,1.0,0
7.9969263,5.547574,126.456154,5457.7695,0.0024519006,0.009264653,7.9601674,7.9211044,1.0,0.0,1.1340758,0.0046413783,0.004007012,0.99883515,1.1340758,1.0,0
7.994978,5.616067,126.6174,5454.535,0.007783084,0.008710613,7.963211,7.9313717,1.0,0.0,1.1285083,0.0048614116,0.004174303,0.99890476,1.1285083,1.0,0
7.9967594,5.631144,126.51106,5471.213,-0.0036202406,0.39470673,7.961972,6.325443,0.9375,0.0,1.1335977,0.004824875,0.0037202502,0.949745,1.1335977,1.0,0
7.999496,5.7234654,126.7925,5459.2715,6.247371e-05,0.004564229,7.9651403,7.926594,1.0,0.0,1.1414168,0.004187453,0.003722698,0.9994262,1.1414168,1.0,0
7.9988117,5.5574937,126.899376,5446.826,0.0053002415,0.025093025,7.961911,7.796614,1.0,0.0,1.1394625,0.0044578705,0.004119405,0.9968434,1.1394625,1.0,0
7.9955225,5.6147566,126.51482,5469.9014,-0.0068770153,0.0039000083,7.958538,7.946516,1.0,0.0,1.1300646,0.004742976,0.0037492942,0.99950963,1.1300646,1.0,0
7.999511,5.594615,126.99604,5458.313,0.0006093146,0.005190623,7.9642897,7.9191337,1.0,0.0,1.14146,0.004214094,0.0040319827,0.9993474,1.14146,1.0,0
7.9988303,5.6576066,126.63685,5467.0337,0.0049405782,0.0042037447,7.965645,7.9458036,1.0,0.0,1.1395154,0.004392737,0.0038116183,0.99947155,1.1395154,1.0,0
7.9991407,5.7991166,126.76684,5475.349,0.0026246235,0.004946131,7.961631,7.9285088,1.0,0.0,1.1404021,0.004281107,0.0037387502,0.99937814,1.1404021,1.0,0
7.989999,5.5561967,126.77761,5449.148,0.00039070597,0.016742751,7.9650407,7.9156866,1.0,0.0,1.2666584,0.0055434783,0.0037502039,0.9978934,1.2666584,1.0,0
7.992103,5.6521916,125.75902,5437.1133,0.0029937525,0.020976072,7.9574733,7.893808,1.0,0.0,1.280687,0.0051906416,0.0041984734,0.99735963,1.280687,1.0,0
7.999152,5.5974336,126.562065,5465.0947,0.0017256608,0.003933884,7.9619694,7.945194,1.0,0.0,1.3276806,0.004345754,0.0040309886,0.9995055,1.3276806,1.0,0
7.999548,5.7229037,126.583725,5457.7837,0.0015825878,0.0039608893,7.9628997,7.9404855,1.0,0.0,1.3303205,0.0041906997,0.0037732823,0.999502,1.3303205,1.0,0
7.998868,5.838556,126.34115,5455.333,0.0028940404,0.020686302,7.96349,7.804019,1.0,0.0,1.3257868,0.004304253,0.004207908,0.9973985,1.3257868,1.0,0
7.997528,5.543444,126.62036,5425.799,-0.00086128054,0.18350577,7.9625316,7.1334186,0.94736844,0.0,1.3168544,0.0046068006,0.0038368008,0.9768057,1.3168544,1.0,0
7.9954257,5.6223483,126.471306,5417.924,-0.002902916,0.009452622,7.960972,7.924582,1.0,0.0,1.3028368,0.004746216,0.004216396,0.9988113,1.3028368,1.0,0
7.999352,5.8058853,126.711006,5466.258,0.0012370442,0.036904983,7.9634647,7.6019077,1.0,0.0,1.3290123,0.0041935537,0.003936208,0.995358,1.3290123,1.0,0
7.999093,5.7807717,126.60634,5451.552,-0.0018469028,0.003887234,7.9619346,7.9446545,1.0,0.0,1.3272883,0.004308233,0.004012738,0.9995113,1.3272883,1.0,0
7.9993944,5.7761607,126.73904,5452.2744,-0.0025833684,0.006010111,7.96322,7.909267,1.0,0.0,1.3292977,0.0042293565,0.003991792,0.99924433,1.3292977,1.0,0
7.99826,5.643365,126.94179,5454.888,-0.0021614335,0.0049585137,7.958007,7.932852,1.0,0.0,1.321734,0.0043916497,0.004323467,0.99937654,1.321734,1.0,0
7.9973464,5.642754,126.88107,5463.0796,-2.744158e-05,0.003977892,7.961444,7.944645,1.0,0.0,1.3156428,0.004590207,0.00369047,0.99949986,1.3156428,1.0,0
7.996435,5.5723934,126.27056,5428.632,0.008274467,0.003781666,7.9618573,7.947735,1.0,0.0,1.3095685,0.004946836,0.0041508717,0.9995246,1.3095685,1.0,0
7.999247,5.7257633,126.60015,5468.0938,-0.00029235322,0.006524938,7.963485,7.910495,1.0,0.0,1.328314,0.004298263,0.003898835,0.9991796,1.328314,1.0,0
7.9993176,5.8167763,126.61662,5465.8286,0.00025842973,0.006391792,7.9636726,7.9107356,1.0,0.0,1.3287852,0.004237539,0.00410213,0.99919635,1.3287852,1.0,0
7.9994955,5.6092744,126.5812,5467.6206,-0.00028680073,0.0039356365,7.9654055,7.941369,1.0,0.0,1.3299686,0.004182809,0.003899849,0.9995053,1.3299686,1.0,0
7.999407,5.982908,126.56475,5459.391,-0.00053030753,0.009653098,7.964321,7.859209,1.0,0.0,1.3293774,0.0042871293,0.0040457267,0.9987864,1.3293774,1.0,0
7.998742,5.6804786,126.78799,5470.5986,-0.000947411,0.22338724,7.961349,6.490224,0.97619045,0.0,1.3249468,0.0043318896,0.0039986908,0.97179615,1.3249468,1.0,0
7.998814,5.5723953,126.58602,5453.266,-0.0010367269,0.0043849945,7.964016,7.9463835,1.0,0.0,1.3254259,0.0044293595,0.003958843,0.9994487,1.3254259,1.0,0
7.998166,5.927372,126.226166,5470.068,-0.00073149364,0.004494614,7.9624286,7.9410796,1.0,0.0,1.3211087,0.004694675,0.004208812,0.99943495,1.3211087,1.0,0
7.9995217,5.7137165,126.68468,5462.949,0.0017840748,0.038843434,7.9652643,7.5439243,1.0,0.0,1.3301442,0.004172434,0.003921965,0.99511474,1.3301442,1.0,0
7.9976354,5.77578,126.31553,5465.3315,-0.004446867,0.003763069,7.9629545,7.9443808,1.0,0.0,1.3175703,0.004628261,0.0037108022,0.9995269,1.3175703,1.0,0
7.997853,5.6052046,126.57836,5451.727,-0.0021920353,0.02879183,7.9603257,7.813837,1.0,0.0,1.3190186,0.0044554183,0.003939687,0.9963772,1.3190186,1.0,0
7.999392,5.750988,126.58094,5462.723,0.00015078175,0.00411191,7.9640946,7.9447675,1.0,0.0,1.3292787,0.004147541,0.003817572,0.99948305,1.3292787,1.0,0
7.9994974,5.874927,126.73784,5455.1763,-9.722667e-05,0.010016895,7.9622073,7.8501153,1.0,0.0,1.3299822,0.004218788,0.003887025,0.9987406,1.3299822,1.0,0
7.998957,5.805444,126.68223,5465.6724,-0.0017927161,0.0038923565,7.9629407,7.9423966,1.0,0.0,1.32638,0.004291808,0.0041870414,0.99951065,1.32638,1.0,0
7.9994545,5.8507037,126.62684,5465.542,-0.0022501082,0.003897352,7.963805,7.9444575,1.0,0.0,1.3296981,0.0042372975,0.0038620147,0.99951005,1.3296981,1.0,0
7.998401,5.6266823,126.80812,5454.3853,-0.0032065504,0.013369409,7.9636126,7.883399,1.0,0.0,1.3226748,0.0046752244,0.0038076877,0.99831873,1.3226748,1.0,0
7.99906,5.697694,126.66143,5458.275,0.00095583644,0.0053905174,7.9620204,7.929138,1.0,0.0,1.3270669,0.0042632516,0.004026422,0.99932224,1.3270669,1.0,0
7.9981647,5.491276,127.075264,5464.6406,-0.00063147565,0.041408867,7.95944,7.7470603,1.0,0.0,1.3210964,0.0045138416,0.0039877947,0.994788,1.3210964,1.0,0
7.9994974,5.897886,126.737755,5470.8994,-0.00067147135,0.014019073,7.9634805,7.8038797,1.0,0.0,1.3299835,0.004269093,0.0039812964,0.9982374,1.3299835,1.0,0
7.999034,5.859278,126.47161,5449.7686,-0.00088128657,0.0039188177,7.96116,7.943223,1.0,0.0,1.3268925,0.004314371,0.0040157875,0.9995073,1.3268925,1.0,0
7.999091,5.6996126,126.447624,5458.5137,-5.818366e-05,0.0040310975,7.962438,7.936672,1.0,0.0,1.3272743,0.00422596,0.00406946,0.9994932,1.3272743,1.0,0
7.9991465,5.6554976,126.91102,5448.88,0.0018091843,0.0049613,7.9614835,7.9382954,1.0,0.0,1.3276424,0.004270968,0.0041381656,0.99937624,1.3276424,1.0,0
7.999045,5.6468945,126.62324,5445.2866,-0.0020697792,0.015845766,7.967477,7.8417163,1.0,0.0,1.3269662,0.0042254576,0.0041881246,0.9980076,1.3269662,1.0,0
7.999424,5.7213235,126.76725,5461.026,-0.0008045867,0.041279264,7.96466,7.554251,1.0,0.0,1.329493,0.004226268,0.003895937,0.994808,1.329493,1.0,0
7.999358,5.63326,126.64161,5455.873,-0.0010259004,0.011129008,7.9625087,7.8618693,1.0,0.0,1.3290548,0.0042210137,0.003927057,0.9986007,1.3290548,1.0,0
7.99951,5.7511587,126.65265,5459.452,-0.0010482572,0.004611843,7.964059,7.9335427,1.0,0.0,1.3300667,0.0041825953,0.003946385,0.9994202,1.3300667,1.0,0
7.9995675,5.7475104,126.73556,5451.221,0.00020644868,0.011014908,7.9645143,7.8387733,1.0,0.0,1.3304487,0.0042448794,0.0037289027,0.998615,1.3304487,1.0,0
7.9988465,5.6776743,126.47895,5466.665,0.0013788412,0.006626146,7.9625325,7.91931,1.0,0.0,1.3256432,0.0042976565,0.0039797397,0.99916685,1.3256432,1.0,0
7.999287,5.755876,126.85153,5464.6763,0.0023790738,0.004681515,7.96212,7.9309525,1.0,0.0,1.3285822,0.0043310467,0.0037208747,0.9994114,1.3285822,1.0,0
7.9995713,5.6637106,126.65576,5457.278,-0.00045455867,0.00429551,7.962711,7.942647,1.0,0.0,1.3304754,0.0041549955,0.0037989202,0.99946,1.3304754,1.0,0
7.9994855,5.8852215,126.55786,5455.575,8.919152e-05,0.0039996933,7.963029,7.946688,1.0,0.0,1.3299037,0.004239258,0.003915461,0.9994972,1.3299037,1.0,0
7.999501,5.7776465,126.67376,5456.727,0.0006421242,0.0047056484,7.9621167,7.9286065,1.0,0.0,1.3300092,0.0041507757,0.0040241578,0.99940836,1.3300092,1.0,0
7.999522,5.7059546,126.554756,5452.3853,-0.00017204629,0.006633949,7.96529,7.898668,1.0,0.0,1.3301474,0.0042036306,0.00401136,0.99916595,1.3301474,1.0,0
7.999434,5.688529,126.523094,5464.702,-0.000477631,0.0046524815,7.965415,7.9309735,1.0,0.0,1.3295608,0.0042465613,0.0038711703,0.9994151,1.3295608,1.0,0
7.998255,5.7910156,126.472015,5407.4624,0.0010189115,0.003842552,7.9607086,7.9443755,1.0,0.0,1.321699,0.004486197,0.004064258,0.9995169,1.321699,1.0,0
7.999416,5.957705,126.30032,5463.365,0.0009346545,0.012049299,7.9650793,7.830883,1.0,0.0,1.3294386,0.0042564985,0.0038365265,0.9984851,1.3294386,1.0,0
7.9994555,5.736072,126.595314,5456.4995,0.002211808,0.0042587216,7.9637365,7.943032,1.0,0.0,1.3297026,0.0042164787,0.003918106,0.99946463,1.3297026,1.0,0
7.999165,5.753687,126.52087,5457.179,0.0008914574,0.012235055,7.9625273,7.857626,1.0,0.0,1.3277664,0.0042807558,0.0040083923,0.99846154,1.3277664,1.0,0
7.997861,5.6077166,126.23148,5447.196,0.0011521932,0.022784485,7.961279,7.845306,1.0,0.0,1.3190712,0.0045968457,0.0040934263,0.9971343,1.3190712,1.0,0
7.9972076,5.576539,126.73741,5488.8994,-0.006800309,0.007182114,7.9593797,7.926357,1.0,0.0,1.3147165,0.0045003444,0.0045004105,0.9990968,1.3147165,1.0,0
7.995323,5.48813,126.7359,5451.265,5.2382973e-05,0.13361329,7.9634385,7.50942,1.0,0.0,1.3021541,0.0046375724,0.0038066644,0.9831083,1.3021541,1.0,0
7.999487,5.867226,126.51914,5461.466,0.00033103747,0.0036889152,7.962947,7.9449577,1.0,0.0,1.329912,0.004190057,0.004062849,0.9995362,1.329912,1.0,0
7.999189,5.733402,126.83932,5483.1997,-0.0009173277,0.003870358,7.961974,7.943983,1.0,0.0,1.3279274,0.004341497,0.004023306,0.9995134,1.3279274,1.0,0
7.9977846,5.751365,126.63709,5459.144,-0.0036895426,0.0040738676,7.9617825,7.944866,1.0,0.0,1.3185638,0.0044697993,0.003979729,0.9994878,1.3185638,1.0,0
7.9982953,5.6229043,126.6191,5486.635,0.0042002457,0.008927165,7.9634204,7.9130383,1.0,0.0,1.3219687,0.004510017,0.0040992727,0.9988776,1.3219687,1.0,0
7.9988203,5.916152,126.70268,5472.5093,-0.0040126834,0.02126524,7.9667807,7.796718,1.0,0.0,1.3254676,0.004349556,0.0040357336,0.9973254,1.3254676,1.0,0
7.993806,5.512372,126.58083,5460.89,-0.0030881593,0.26801568,7.958863,7.14418,0.875,0.0,1.29204,0.0047628907,0.004245332,0.965872,1.29204,1.0,0
7.9994335,5.746092,126.69749,5448.3677,0.001306505,0.07860164,7.962749,7.1736465,0.9897959,0.0,1.3295579,0.0042610243,0.0040623206,0.99010915,1.3295579,1.0,0
7.99959,5.640859,126.92592,5449.768,-0.0025552113,0.0048013236,7.964132,7.9196734,1.0,0.0,1.330601,0.0041972995,0.0038652488,0.9993964,1.330601,1.0,0
7.999466,5.8261476,126.58192,5461.548,0.00031852047,0.006815951,7.9671416,7.8983445,1.0,0.0,1.3297741,0.004197428,0.0036212755,0.99914306,1.3297741,1.0,0
7.995195,5.6739597,126.82754,5464.09,-0.016161153,0.013318196,7.9602733,7.908274,1.0,0.0,1.3012993,0.0049394113,0.004524051,0.99832445,1.3012993,1.0,0
7.9911156,5.5645876,126.742,5523.009,0.0070892847,0.085121706,7.956409,7.723909,1.0,0.0,1.2741046,0.0049598487,0.0052435165,0.9892444,1.2741046,1.0,0
7.999414,5.8685374,126.64495,5471.8364,-0.00067820615,0.16504677,7.9638214,6.2394824,0.99065423,0.0,1.3294275,0.004195431,0.0038730684,0.9792087,1.3294275,1.0,0
7.9993997,5.7389307,126.632866,5438.891,-0.0016827778,0.0048700515,7.964206,7.925639,1.0,0.0,1.3293298,0.0042582955,0.0037445123,0.99938774,1.3293298,1.0,0
7.999213,5.7607045,126.544754,5457.6157,0.00034393795,0.0041099545,7.9649596,7.936529,1.0,0.0,1.328087,0.0042788023,0.0039818212,0.99948335,1.328087,1.0,0
